Sales ID,Company Name,Model Name,Sub-Model Name,Engine CC,Bike Category,Top Sales State,Performance Rating,Ex-Showroom Price,On-Road Price,Profit,Manufacturing Year,KMPL,Weight,Cylinder Variant,Available Colors in Numbers,What are the Colors,Bike Versions,Clutch Type,Fuel System,Sales Date,Sales Month,Sales Quarter,Performance Category,Cost Price,Unit_Sales,Total_Sales
HON2020252533,Honda,Shine,Shine ABS,124.0,Motorcycle,Chhattisgarh,9.2,68371,87434,39396,2020,30,159,1,5,"Red, White, Black, Blue, Green",Drum,Multi-plate,Fuel Injection,2017-07-10,July,3,Average,48038,849,138227089
HON2017700053,Honda,SP 125,SP 125 ABS,124.0,Motorcycle,Goa,9.5,99255,115346,10579,2017,43,239,2,2,"Black, Blue",ABS,Automatic,Fuel Injection,2020-02-01,February,1,Good,104767,764,122605995
HON2020592281,Honda,Dio,Dio 4V,109.51,Scooter,Madhya Pradesh,8.2,162778,181229,18937,2020,58,205,4,2,"White, Red",Drum,Wet,Carburetor,2019-08-02,August,3,Excellent,162292,865,138461051
HON2022587492,Honda,CB500X,CB500X Pro,471.0,Motorcycle,Telangana,9.1,201763,217216,43094,2022,42,248,4,2,"Blue, Green",Disc,Automatic,Carburetor,2019-11-27,November,4,Good,174122,828,136636103
HON2021991201,Honda,CB500X,CB500X 4V,471.0,Motorcycle,Jharkhand,5.0,243201,258782,28595,2021,56,207,1,2,"White, Blue",Standard,Automatic,Carburetor,2016-05-16,May,2,Excellent,230187,827,136363547
HON2020875456,Honda,Grazia,Grazia Standard,124.0,Scooter,Uttar Pradesh,7.9,219462,228701,46216,2020,51,208,2,3,"Black, Green, Blue",Drum,Wet,Fuel Injection,2021-09-26,September,3,Excellent,182485,784,126836438
HON2024893081,Honda,Dio,Dio Pro,109.51,Scooter,Himachal Pradesh,6.9,153852,162893,47155,2024,70,197,2,3,"Black, White, Blue",Standard,Dry,Fuel Injection,2022-07-21,July,3,Excellent,115738,849,138227089
HON2021498243,Honda,CB200X,CB200X 4V,184.4,Motorcycle,Jharkhand,6.8,57712,71951,19325,2021,70,178,1,4,"Red, Blue, Black, White",Standard,Dry,Carburetor,2021-09-23,September,3,Excellent,52626,784,126836438
HON2014828151,Honda,Dio,Dio 4V,109.51,Scooter,Gujarat,6.3,218913,235338,32508,2014,64,237,2,5,"Green, Black, Blue, Red, White",Drum,Wet,Fuel Injection,2021-01-27,January,1,Excellent,202830,872,143040802
HON2022888111,Honda,Unicorn,Unicorn 4V,162.7,Motorcycle,Himachal Pradesh,7.4,124121,132170,18902,2022,32,240,2,3,"Black, Red, Blue",Drum,Multi-plate,Carburetor,2021-10-23,October,4,Average,113268,837,137933367
HON2020977991,Honda,CB500X,CB500X ABS,471.0,Motorcycle,Tamil Nadu,9.0,194621,210960,28088,2020,30,127,4,4,"Green, Red, White, Blue",Drum,Wet,Fuel Injection,2020-06-23,June,2,Average,182872,815,130831116
HON2019772699,Honda,Hornet 2.0,Hornet 2.0 Standard,184.4,Motorcycle,Uttarakhand,5.6,204344,217828,48394,2019,42,187,4,5,"Blue, White, Red, Black, Green",Drum,Wet,Fuel Injection,2021-11-24,November,4,Good,169434,828,136636103
HON2018952278,Honda,Unicorn,Unicorn Pro,162.7,Motorcycle,Andhra Pradesh,9.0,56127,74645,19557,2018,80,173,2,4,"Black, Blue, Green, Red",Disc,Dry,Carburetor,2020-04-06,April,2,Excellent,55088,850,137370391
HON2016974011,Honda,Grazia,Grazia Standard,124.0,Scooter,Telangana,7.1,124937,144843,19410,2016,76,92,1,2,"Red, White",Standard,Multi-plate,Fuel Injection,2022-03-24,March,1,Excellent,125433,873,140734998
HON2016954045,Honda,Hornet 2.0,Hornet 2.0 Pro,184.4,Motorcycle,West Bengal,8.1,157662,164520,18813,2016,56,236,2,2,"Black, Red",Disc,Automatic,Carburetor,2022-04-24,April,2,Excellent,145707,850,137370391
HON2020550311,Honda,H'ness CB350,H'ness CB350 ABS,348.36,Motorcycle,Chhattisgarh,9.8,121389,129211,39922,2020,64,190,4,2,"Black, White",ABS,Multi-plate,Fuel Injection,2016-10-10,October,4,Excellent,89289,837,137933367
HON2014832585,Honda,Hornet 2.0,Hornet 2.0 ABS,184.4,Motorcycle,Rajasthan,8.1,234954,251202,23724,2014,80,214,2,5,"Blue, Green, Black, White, Red",Standard,Automatic,Fuel Injection,2017-03-09,March,1,Excellent,227478,873,140734998
HON2022299104,Honda,Unicorn,Unicorn ABS,162.7,Motorcycle,Uttarakhand,9.2,107017,120955,10687,2022,41,248,1,4,"Blue, Black, Red, Green",Standard,Dry,Carburetor,2015-03-09,March,1,Good,110268,873,140734998
HON2018162784,Honda,CB500X,CB500X ABS,471.0,Motorcycle,Chhattisgarh,8.5,158092,172086,44336,2018,74,138,2,5,"Green, Blue, White, Red, Black",Standard,Multi-plate,Fuel Injection,2020-04-10,April,2,Excellent,127750,850,137370391
HON2020534328,Honda,Dio,Dio ABS,109.51,Scooter,Assam,6.9,71121,90493,48624,2020,57,171,4,5,"Green, White, Blue, Red, Black",Disc,Automatic,Fuel Injection,2018-12-04,December,4,Excellent,41869,836,135477953
HON2022971832,Honda,CB200X,CB200X ABS,184.4,Motorcycle,Jharkhand,5.1,50084,56453,29031,2022,71,98,1,2,"White, Red",Standard,Dry,Fuel Injection,2023-03-27,March,1,Excellent,27422,873,140734998
HON2015240311,Honda,H'ness CB350,H'ness CB350 4V,348.36,Motorcycle,Himachal Pradesh,6.8,160372,173868,38341,2015,62,187,1,4,"Blue, Red, Green, Black",ABS,Dry,Fuel Injection,2016-03-14,March,1,Excellent,135527,873,140734998
HON2014840977,Honda,Activa 6G,Activa 6G Standard,109.51,Scooter,Tripura,6.6,166200,178129,45404,2014,38,172,4,4,"Red, White, Green, Blue",Drum,Automatic,Carburetor,2016-06-24,June,2,Average,132725,815,130831116
HON2014664737,Honda,Dio,Dio 4V,109.51,Scooter,Kerala,8.0,209077,224865,27162,2014,79,108,4,5,"Green, Black, Red, White, Blue",Disc,Multi-plate,Fuel Injection,2015-09-01,September,3,Excellent,197703,784,126836438
HON2018121428,Honda,Grazia,Grazia 4V,124.0,Scooter,Uttarakhand,9.7,108763,116154,31030,2018,73,223,4,5,"White, Black, Blue, Red, Green",ABS,Wet,Fuel Injection,2023-03-05,March,1,Excellent,85124,873,140734998
HON2020999985,Honda,CB500X,CB500X Pro,471.0,Motorcycle,Manipur,5.8,103514,114565,20035,2020,61,128,4,2,"Black, Red",Disc,Multi-plate,Fuel Injection,2020-08-17,August,3,Excellent,94530,865,138461051
HON2015513150,Honda,Hornet 2.0,Hornet 2.0 ABS,184.4,Motorcycle,Maharashtra,9.7,200178,214699,10319,2015,40,124,4,2,"Red, Green",Standard,Dry,Carburetor,2016-02-18,February,1,Good,204380,764,122605995
HON2022721197,Honda,SP 125,SP 125 Pro,124.0,Motorcycle,Karnataka,9.2,131526,141684,23995,2022,58,97,4,5,"Green, Black, Red, Blue, White",Disc,Dry,Carburetor,2021-03-05,March,1,Excellent,117689,873,140734998
HON2021972552,Honda,Shine,Shine Pro,124.0,Motorcycle,Jharkhand,9.6,128965,139698,26801,2021,34,167,1,4,"Black, White, Blue, Green",Standard,Multi-plate,Carburetor,2023-06-05,June,2,Average,112897,815,130831116
HON2022212073,Honda,Activa 6G,Activa 6G Standard,109.51,Scooter,Haryana,7.0,181982,201404,49985,2022,58,216,4,4,"Red, White, Blue, Green",Standard,Multi-plate,Fuel Injection,2016-11-07,November,4,Excellent,151419,828,136636103
HON2018917697,Honda,Shine,Shine Standard,124.0,Motorcycle,West Bengal,9.0,90803,99100,16918,2018,54,101,2,4,"Red, Black, Green, Blue",Drum,Automatic,Fuel Injection,2020-12-18,December,4,Excellent,82182,836,135477953
HON2016168054,Honda,Grazia,Grazia 4V,124.0,Scooter,Odisha,8.0,223493,236445,43932,2016,34,106,2,4,"Red, Black, Blue, Green",Disc,Dry,Fuel Injection,2022-10-17,October,4,Average,192513,837,137933367
HON2018639416,Honda,H'ness CB350,H'ness CB350 Pro,348.36,Motorcycle,Maharashtra,8.1,70983,88437,41250,2018,70,122,4,3,"Green, Blue, Black",Drum,Dry,Fuel Injection,2018-03-13,March,1,Excellent,47187,873,140734998
HON2015504028,Honda,Grazia,Grazia Pro,124.0,Scooter,Uttarakhand,6.6,141323,146811,31031,2015,76,126,4,4,"White, Red, Blue, Green",Drum,Multi-plate,Fuel Injection,2018-02-06,February,1,Excellent,115780,764,122605995
HON2015976876,Honda,Grazia,Grazia 4V,124.0,Scooter,Haryana,6.5,118207,129051,24601,2015,74,169,2,3,"White, Black, Blue",Standard,Dry,Fuel Injection,2021-11-21,November,4,Excellent,104450,828,136636103
HON2018768073,Honda,Activa 6G,Activa 6G ABS,109.51,Scooter,Nagaland,8.0,221797,232744,16853,2018,41,93,2,4,"Blue, White, Black, Red",Drum,Wet,Fuel Injection,2017-04-03,April,2,Good,215891,850,137370391
HON2021578556,Honda,Hornet 2.0,Hornet 2.0 4V,184.4,Motorcycle,Kerala,7.9,113452,121544,31362,2021,60,164,4,5,"Red, Green, Blue, White, Black",ABS,Wet,Fuel Injection,2022-10-28,October,4,Excellent,90182,837,137933367
HON2016573988,Honda,Activa 6G,Activa 6G ABS,109.51,Scooter,Maharashtra,7.4,248345,266041,18786,2016,49,139,4,3,"Blue, Black, Red",Drum,Automatic,Carburetor,2021-11-14,November,4,Good,247255,828,136636103
HON2023233434,Honda,Grazia,Grazia 4V,124.0,Scooter,Goa,5.7,111148,117755,47068,2023,71,136,1,2,"Blue, Green",Standard,Multi-plate,Fuel Injection,2021-07-26,July,3,Excellent,70687,849,138227089
HON2020165071,Honda,Grazia,Grazia Pro,124.0,Scooter,Uttarakhand,5.7,173018,179266,44554,2020,49,156,4,2,"Blue, White",ABS,Automatic,Fuel Injection,2015-09-04,September,3,Good,134712,784,126836438
HON2020435711,Honda,Shine,Shine Pro,124.0,Motorcycle,Rajasthan,5.6,101467,109311,18534,2020,57,214,2,3,"Red, Blue, Black",Disc,Automatic,Carburetor,2021-04-09,April,2,Excellent,90777,850,137370391
HON2014624860,Honda,SP 125,SP 125 4V,124.0,Motorcycle,Meghalaya,6.9,154267,167482,34857,2014,46,217,4,4,"Red, Green, White, Blue",Disc,Dry,Fuel Injection,2017-10-03,October,4,Good,132625,837,137933367
HON2017600768,Honda,Activa 6G,Activa 6G ABS,109.51,Scooter,Sikkim,6.2,204182,213138,17799,2017,72,206,2,2,"Blue, White",ABS,Multi-plate,Fuel Injection,2016-03-11,March,1,Excellent,195339,873,140734998
HON2013769665,Honda,CB500X,CB500X ABS,471.0,Motorcycle,Kerala,9.2,59019,69081,28001,2013,69,98,4,5,"Blue, Black, White, Green, Red",Standard,Automatic,Carburetor,2017-08-27,August,3,Excellent,41080,865,138461051
HON2018903469,Honda,Hornet 2.0,Hornet 2.0 Pro,184.4,Motorcycle,Haryana,9.8,202238,215799,42063,2018,57,200,1,5,"White, Red, Black, Green, Blue",Standard,Wet,Fuel Injection,2023-07-09,July,3,Excellent,173736,849,138227089
HON2016933721,Honda,Unicorn,Unicorn Standard,162.7,Motorcycle,Himachal Pradesh,9.4,125205,143913,12710,2016,65,227,4,4,"Blue, Red, Black, Green",ABS,Automatic,Fuel Injection,2019-01-01,January,1,Excellent,131203,872,143040802
HON2014376757,Honda,Dio,Dio ABS,109.51,Scooter,Telangana,9.8,183861,194496,40079,2014,46,220,4,2,"White, Black",Drum,Dry,Fuel Injection,2024-06-19,June,2,Good,154417,815,130831116
HON2018741402,Honda,SP 125,SP 125 Pro,124.0,Motorcycle,Odisha,5.3,231271,248407,35739,2018,76,223,2,3,"Blue, Red, White",ABS,Wet,Carburetor,2023-10-24,October,4,Excellent,212668,837,137933367
HON2022434026,Honda,Dio,Dio ABS,109.51,Scooter,Telangana,5.1,58715,73737,13094,2022,55,240,1,3,"White, Green, Blue",ABS,Dry,Carburetor,2023-08-26,August,3,Excellent,60643,865,138461051
HON2021479777,Honda,Activa 6G,Activa 6G Pro,109.51,Scooter,Manipur,7.1,112055,126992,47878,2021,79,230,1,3,"White, Red, Green",Standard,Multi-plate,Carburetor,2024-02-25,February,1,Excellent,79114,764,122605995
HON2019512589,Honda,Grazia,Grazia ABS,124.0,Scooter,Andhra Pradesh,5.7,136490,153054,47713,2019,72,243,1,5,"Red, White, Blue, Black, Green",Drum,Dry,Carburetor,2018-08-23,August,3,Excellent,105341,865,138461051
HON2014976543,Honda,Activa 6G,Activa 6G ABS,109.51,Scooter,Bihar,8.6,81933,98259,26230,2014,57,228,2,5,"Green, White, Red, Black, Blue",ABS,Automatic,Fuel Injection,2020-02-10,February,1,Excellent,72029,764,122605995
HON2018198390,Honda,H'ness CB350,H'ness CB350 ABS,348.36,Motorcycle,Himachal Pradesh,6.2,164746,183660,37781,2018,36,229,1,4,"Black, White, Blue, Red",ABS,Wet,Fuel Injection,2023-09-01,September,3,Average,145879,784,126836438
HON2020950468,Honda,Dio,Dio ABS,109.51,Scooter,Chhattisgarh,7.8,180531,186681,17062,2020,61,210,1,3,"White, Red, Green",ABS,Automatic,Carburetor,2018-04-14,April,2,Excellent,169619,850,137370391
HON2022635675,Honda,Activa 6G,Activa 6G Pro,109.51,Scooter,Assam,8.7,159197,170456,33296,2022,30,242,1,3,"Blue, Black, Green",ABS,Dry,Carburetor,2024-01-19,January,1,Average,137160,872,143040802
HON2022368880,Honda,H'ness CB350,H'ness CB350 Standard,348.36,Motorcycle,Bihar,9.0,100249,112432,15184,2022,40,143,4,4,"Red, Green, White, Black",Standard,Multi-plate,Carburetor,2022-08-13,August,3,Good,97248,865,138461051
HON2017910388,Honda,SP 125,SP 125 Pro,124.0,Motorcycle,Uttar Pradesh,7.0,198585,203873,36218,2017,32,174,1,5,"White, Blue, Green, Red, Black",Drum,Automatic,Fuel Injection,2015-10-09,October,4,Average,167655,837,137933367
HON2023854612,Honda,Activa 6G,Activa 6G Standard,109.51,Scooter,Punjab,6.3,64303,82001,20669,2023,60,128,1,5,"Red, Blue, Green, Black, White",Disc,Multi-plate,Fuel Injection,2023-06-10,June,2,Excellent,61332,815,130831116
HON2019536267,Honda,Dio,Dio Standard,109.51,Scooter,Chhattisgarh,5.5,154146,168193,28800,2019,64,209,1,4,"Green, White, Blue, Red",Disc,Dry,Fuel Injection,2020-05-23,May,2,Excellent,139393,827,136363547
HON2021530927,Honda,Shine,Shine 4V,124.0,Motorcycle,Himachal Pradesh,8.3,226016,238265,24584,2021,70,149,2,2,"Red, Blue",ABS,Automatic,Fuel Injection,2021-05-17,May,2,Excellent,213681,827,136363547
HON2014631197,Honda,H'ness CB350,H'ness CB350 ABS,348.36,Motorcycle,Manipur,10.0,122390,134294,39992,2014,34,178,1,2,"White, Red",Disc,Dry,Fuel Injection,2015-12-27,December,4,Average,94302,836,135477953
HON2020188974,Honda,SP 125,SP 125 4V,124.0,Motorcycle,Uttarakhand,6.4,132302,143660,12834,2020,49,105,4,5,"Blue, White, Green, Black, Red",Standard,Automatic,Carburetor,2016-05-19,May,2,Good,130826,827,136363547
HON2017734965,Honda,Shine,Shine ABS,124.0,Motorcycle,Mizoram,9.0,108985,122084,25620,2017,46,127,1,4,"Black, Green, White, Blue",Standard,Automatic,Fuel Injection,2019-12-22,December,4,Good,96464,836,135477953
HON2015149249,Honda,Grazia,Grazia Pro,124.0,Scooter,Kerala,7.3,223734,233304,26114,2015,55,90,1,3,"Green, White, Blue",Disc,Automatic,Carburetor,2019-11-21,November,4,Excellent,207190,828,136636103
HON2015925978,Honda,Grazia,Grazia Pro,124.0,Scooter,Goa,7.4,211941,219880,11907,2015,63,139,4,2,"Black, Green",ABS,Wet,Carburetor,2019-03-22,March,1,Excellent,207973,873,140734998
HON2014605209,Honda,Dio,Dio Standard,109.51,Scooter,Himachal Pradesh,8.8,75669,84790,23818,2014,75,244,4,2,"Green, White",Drum,Wet,Fuel Injection,2019-07-13,July,3,Excellent,60972,849,138227089
HON2024657485,Honda,Activa 6G,Activa 6G Standard,109.51,Scooter,Arunachal Pradesh,9.1,191608,200627,14980,2024,77,130,2,3,"Blue, Black, Red",Disc,Multi-plate,Carburetor,2024-06-29,June,2,Excellent,185647,815,130831116
HON2014352598,Honda,CB500X,CB500X 4V,471.0,Motorcycle,Karnataka,6.5,54911,68094,17274,2014,34,227,2,5,"Blue, White, Black, Green, Red",Disc,Wet,Carburetor,2019-08-16,August,3,Average,50820,865,138461051
HON2017837796,Honda,SP 125,SP 125 Standard,124.0,Motorcycle,Haryana,7.3,66923,79219,29449,2017,48,173,2,4,"Green, Black, Red, Blue",Drum,Wet,Fuel Injection,2019-12-19,December,4,Good,49770,836,135477953
HON2018206175,Honda,CB500X,CB500X Standard,471.0,Motorcycle,Tripura,8.6,200867,215636,35435,2018,79,178,1,4,"Black, White, Red, Green",Drum,Dry,Fuel Injection,2023-04-16,April,2,Excellent,180201,850,137370391
HON2015690989,Honda,Activa 6G,Activa 6G ABS,109.51,Scooter,Gujarat,7.4,121147,137236,47781,2015,69,238,2,5,"Black, Red, White, Blue, Green",Disc,Multi-plate,Carburetor,2016-04-14,April,2,Excellent,89455,850,137370391
HON2022275780,Honda,Activa 6G,Activa 6G Pro,109.51,Scooter,Odisha,7.4,229517,247698,33324,2022,80,127,2,2,"White, Green",Drum,Automatic,Carburetor,2024-07-31,July,3,Excellent,214374,849,138227089
HON2024133640,Honda,Shine,Shine ABS,124.0,Motorcycle,Manipur,9.2,157886,170633,11477,2024,51,184,4,5,"White, Blue, Green, Black, Red",ABS,Multi-plate,Carburetor,2021-07-25,July,3,Excellent,159156,849,138227089
HON2021324006,Honda,Activa 6G,Activa 6G 4V,109.51,Scooter,Telangana,6.5,213383,231674,46526,2021,59,120,1,2,"Black, White",Standard,Multi-plate,Carburetor,2015-12-27,December,4,Excellent,185148,836,135477953
HON2022361083,Honda,Grazia,Grazia ABS,124.0,Scooter,Odisha,8.9,80928,91605,32188,2022,51,198,2,2,"Red, White",Disc,Automatic,Carburetor,2024-08-01,August,3,Excellent,59417,865,138461051
HON2020302360,Honda,Dio,Dio 4V,109.51,Scooter,Telangana,9.0,220764,227191,13627,2020,31,107,2,4,"Blue, Green, White, Black",Standard,Wet,Fuel Injection,2023-08-26,August,3,Average,213564,865,138461051
HON2020183699,Honda,Grazia,Grazia 4V,124.0,Scooter,Nagaland,6.0,113864,122419,35084,2020,33,135,2,3,"Red, White, Green",Standard,Multi-plate,Fuel Injection,2019-09-06,September,3,Average,87335,784,126836438
HON2014387851,Honda,Dio,Dio 4V,109.51,Scooter,Himachal Pradesh,6.6,66763,73949,31218,2014,59,137,4,2,"Blue, Green",Disc,Automatic,Fuel Injection,2021-05-10,May,2,Excellent,42731,827,136363547
HON2015160696,Honda,Grazia,Grazia ABS,124.0,Scooter,Uttarakhand,8.0,54810,72274,13297,2015,54,101,2,4,"Blue, White, Green, Red",ABS,Multi-plate,Fuel Injection,2017-04-25,April,2,Excellent,58977,850,137370391
HON2020125465,Honda,Dio,Dio Pro,109.51,Scooter,Odisha,7.2,183450,200992,31747,2020,80,98,4,5,"White, Red, Black, Blue, Green",ABS,Dry,Carburetor,2018-05-31,May,2,Excellent,169245,827,136363547
HON2018890483,Honda,Dio,Dio Pro,109.51,Scooter,Uttarakhand,5.5,204299,220547,42765,2018,36,166,4,2,"White, Green",Disc,Multi-plate,Carburetor,2015-05-01,May,2,Average,177782,827,136363547
HON2019744990,Honda,Unicorn,Unicorn Standard,162.7,Motorcycle,Maharashtra,5.3,153649,159225,11931,2019,48,173,1,2,"Red, Blue",Drum,Dry,Fuel Injection,2024-01-18,January,1,Good,147294,872,143040802
HON2024255423,Honda,H'ness CB350,H'ness CB350 4V,348.36,Motorcycle,Gujarat,9.7,133655,144002,11965,2024,63,187,4,2,"White, Black",ABS,Multi-plate,Fuel Injection,2020-08-11,August,3,Excellent,132037,865,138461051
HON2019330148,Honda,Grazia,Grazia 4V,124.0,Scooter,Maharashtra,9.2,148911,160406,10778,2019,42,241,2,4,"Green, Blue, Black, Red",Disc,Wet,Carburetor,2022-12-03,December,4,Good,149628,836,135477953
HON2016378006,Honda,H'ness CB350,H'ness CB350 4V,348.36,Motorcycle,Telangana,6.3,201772,214197,49017,2016,52,162,1,5,"Blue, Red, Green, White, Black",Standard,Dry,Carburetor,2022-06-02,June,2,Excellent,165180,815,130831116
HON2018593106,Honda,Dio,Dio ABS,109.51,Scooter,Meghalaya,8.1,229971,239797,31999,2018,55,222,1,3,"Green, Blue, Black",Standard,Dry,Carburetor,2018-11-28,November,4,Excellent,207798,828,136636103
HON2013203903,Honda,H'ness CB350,H'ness CB350 Standard,348.36,Motorcycle,Punjab,5.7,127961,147423,46092,2013,53,108,4,2,"White, Green",Disc,Automatic,Fuel Injection,2020-09-16,September,3,Excellent,101331,784,126836438
HON2018222684,Honda,Dio,Dio ABS,109.51,Scooter,Rajasthan,8.9,96134,108018,33831,2018,54,210,2,5,"Red, Green, White, Blue, Black",Standard,Automatic,Fuel Injection,2020-12-18,December,4,Excellent,74187,836,135477953
HON2016308153,Honda,Grazia,Grazia 4V,124.0,Scooter,Gujarat,6.8,147019,156889,41571,2016,65,186,4,2,"Red, White",Standard,Dry,Fuel Injection,2023-01-29,January,1,Excellent,115318,872,143040802
HON2015119329,Honda,Unicorn,Unicorn 4V,162.7,Motorcycle,Karnataka,10.0,152188,166107,31043,2015,51,145,2,2,"White, Blue",Standard,Multi-plate,Fuel Injection,2015-03-05,March,1,Excellent,135064,873,140734998
HON2016514560,Honda,Shine,Shine ABS,124.0,Motorcycle,Rajasthan,8.5,245832,252766,24322,2016,54,111,4,2,"Green, Blue",ABS,Automatic,Fuel Injection,2018-08-18,August,3,Excellent,228444,865,138461051
HON2015555099,Honda,Shine,Shine Pro,124.0,Motorcycle,Karnataka,9.1,78930,87251,18517,2015,64,93,2,2,"Blue, Green",ABS,Automatic,Fuel Injection,2021-02-13,February,1,Excellent,68734,764,122605995
HON2016346673,Honda,Activa 6G,Activa 6G ABS,109.51,Scooter,Andhra Pradesh,6.7,144381,152112,15180,2016,53,186,4,4,"White, Green, Blue, Black",Standard,Automatic,Fuel Injection,2016-03-04,March,1,Excellent,136932,873,140734998
HON2020262131,Honda,Unicorn,Unicorn Standard,162.7,Motorcycle,West Bengal,7.2,247201,255993,36971,2020,58,184,4,3,"Red, White, Black",Disc,Multi-plate,Carburetor,2023-11-09,November,4,Excellent,219022,828,136636103
HON2015474371,Honda,CB500X,CB500X Standard,471.0,Motorcycle,Himachal Pradesh,9.7,98022,107388,25774,2015,39,150,2,3,"Red, Blue, Green",Standard,Wet,Fuel Injection,2016-09-17,September,3,Average,81614,784,126836438
HON2020972696,Honda,Hornet 2.0,Hornet 2.0 Standard,184.4,Motorcycle,Punjab,7.8,74735,91909,36275,2020,52,158,1,4,"Blue, Green, Black, White",Standard,Multi-plate,Carburetor,2019-01-14,January,1,Excellent,55634,872,143040802
HON2014166971,Honda,CB200X,CB200X Standard,184.4,Motorcycle,Maharashtra,5.4,123120,130051,29452,2014,55,207,2,4,"White, Blue, Red, Black",Drum,Dry,Carburetor,2016-06-26,June,2,Excellent,100599,815,130831116
