Sales ID,Company Name,Model Name,Sub-Model Name,Engine CC,Bike Category,Top Sales State,Performance Rating,Ex-Showroom Price,On-Road Price,Profit,Manufacturing Year,KMPL,Weight,Cylinder Variant,Available Colors in Numbers,What are the Colors,Bike Versions,Clutch Type,Fuel System,Sales Date,Sales Month,Sales Quarter,Performance Category,Cost Price,Unit_Sales,Total_Sales
TVS2018974349,TVS,Star City Plus,Star City Plus ABS,109.7,Motorcycle,Chhattisgarh,8.6,200451,212987,18862,2018,40,211,2,2,"Green, Black",Drum,Automatic,Carburetor,2015-01-09,January,1,Good,194125,840,135804211
TVS2021423961,TVS,Apache RTR 180,Apache RTR 180 4V,177.4,Motorcycle,Chhattisgarh,6.0,80248,90021,34669,2021,43,152,4,2,"White, Red",ABS,Dry,Fuel Injection,2015-01-09,January,1,Good,55352,840,135804211
TVS2021383677,TVS,Ronin,Ronin Pro,225.9,Motorcycle,Maharashtra,5.2,249367,269065,40265,2021,55,182,1,2,"Red, Black",ABS,Wet,Fuel Injection,2015-01-09,January,1,Excellent,228800,840,135804211
TVS2019151411,TVS,Apache RTR 160,Apache RTR 160 4V,159.7,Motorcycle,Uttarakhand,5.8,146573,157886,14553,2019,59,95,4,4,"Black, Blue, Red, White",Standard,Dry,Fuel Injection,2015-01-09,January,1,Excellent,143333,840,135804211
TVS2019783224,TVS,Ntorq 125,Ntorq 125 4V,124.8,Scooter,Meghalaya,6.7,115717,129613,32085,2019,34,143,2,3,"Blue, Red, White",Disc,Wet,Fuel Injection,2015-01-09,January,1,Average,97528,840,135804211
TVS2013363191,TVS,Apache RTR 200 4V,Apache RTR 200 4V ABS,197.75,Motorcycle,Karnataka,8.4,168866,184311,21980,2013,46,175,1,4,"Black, White, Blue, Green",ABS,Wet,Carburetor,2015-01-10,January,1,Good,162331,840,135804211
TVS2023946525,TVS,Scooty Zest 110,Scooty Zest 110 4V,109.7,Scooter,Manipur,7.9,113710,127961,40929,2023,78,150,4,5,"White, Red, Black, Green, Blue",Standard,Wet,Fuel Injection,2015-01-10,January,1,Excellent,87032,840,135804211
TVS2015718815,TVS,Apache RTR 180,Apache RTR 180 Standard,177.4,Motorcycle,Punjab,7.9,127243,132926,23236,2015,62,100,4,4,"Green, Red, Black, Blue",ABS,Multi-plate,Carburetor,2015-01-10,January,1,Excellent,109690,840,135804211
TVS2021663396,TVS,Jupiter,Jupiter ABS,109.7,Scooter,Andhra Pradesh,8.1,180416,198480,17724,2021,58,238,1,5,"White, Green, Blue, Black, Red",Standard,Wet,Carburetor,2015-01-10,January,1,Excellent,180756,840,135804211
TVS2021151696,TVS,Scooty Zest 110,Scooty Zest 110 Pro,109.7,Scooter,Tamil Nadu,5.1,210110,215574,29274,2021,67,198,1,3,"Green, Red, Black",Disc,Wet,Fuel Injection,2015-01-11,January,1,Excellent,186300,840,135804211
TVS2022709846,TVS,Sport,Sport ABS,109.7,Motorcycle,Uttar Pradesh,9.3,150705,168892,28121,2022,58,115,1,5,"Black, Blue, Red, White, Green",Standard,Automatic,Fuel Injection,2015-01-11,January,1,Excellent,140771,840,135804211
TVS2018729280,TVS,Scooty Zest 110,Scooty Zest 110 ABS,109.7,Scooter,Tamil Nadu,9.2,105643,114035,21091,2018,42,150,1,5,"Black, Blue, White, Red, Green",Standard,Wet,Carburetor,2015-01-11,January,1,Good,92944,840,135804211
TVS2017488437,TVS,Ntorq 125,Ntorq 125 4V,124.8,Scooter,Uttar Pradesh,9.2,106001,124828,37088,2017,57,146,2,3,"Red, Blue, Black",ABS,Automatic,Carburetor,2015-01-12,January,1,Excellent,87740,840,135804211
TVS2019372507,TVS,Jupiter,Jupiter 4V,109.7,Scooter,Chhattisgarh,8.7,157698,171391,37605,2019,64,195,1,2,"Black, Green",Drum,Wet,Carburetor,2015-01-13,January,1,Excellent,133786,840,135804211
TVS2019164719,TVS,Ntorq 125,Ntorq 125 Pro,124.8,Scooter,Madhya Pradesh,9.6,62892,79515,29337,2019,57,107,4,2,"Red, Blue",Standard,Automatic,Carburetor,2015-01-13,January,1,Excellent,50178,840,135804211
TVS2022390683,TVS,Ntorq 125,Ntorq 125 4V,124.8,Scooter,Goa,5.9,70560,82146,18012,2022,57,136,4,2,"Green, Black",Standard,Multi-plate,Fuel Injection,2015-01-13,January,1,Excellent,64134,840,135804211
TVS2014234953,TVS,Jupiter,Jupiter Pro,109.7,Scooter,Uttarakhand,8.2,242954,260451,18086,2014,32,213,1,3,"Red, Black, Blue",Drum,Multi-plate,Carburetor,2015-01-13,January,1,Average,242365,840,135804211
TVS2015820522,TVS,Apache RTR 200 4V,Apache RTR 200 4V Standard,197.75,Motorcycle,Mizoram,9.4,140894,147462,27758,2015,72,193,4,2,"White, Red",ABS,Automatic,Carburetor,2015-01-14,January,1,Excellent,119704,840,135804211
TVS2020549141,TVS,Star City Plus,Star City Plus 4V,109.7,Motorcycle,Tamil Nadu,9.4,244063,254374,27570,2020,69,171,4,2,"Black, White",Disc,Wet,Fuel Injection,2015-01-14,January,1,Excellent,226804,840,135804211
TVS2021119777,TVS,Scooty Zest 110,Scooty Zest 110 4V,109.7,Scooter,Andhra Pradesh,9.8,196676,216466,44352,2021,45,216,1,2,"Green, White",Drum,Wet,Fuel Injection,2015-01-14,January,1,Good,172114,840,135804211
TVS2020296366,TVS,Ntorq 125,Ntorq 125 4V,124.8,Scooter,Maharashtra,9.5,219431,229078,17016,2020,35,164,4,3,"Green, Red, Blue",ABS,Multi-plate,Fuel Injection,2015-01-15,January,1,Average,212062,840,135804211
TVS2015923311,TVS,Apache RTR 200 4V,Apache RTR 200 4V 4V,197.75,Motorcycle,Mizoram,8.3,228709,246211,45638,2015,67,106,1,2,"Green, Black",Drum,Wet,Carburetor,2015-01-15,January,1,Excellent,200573,840,135804211
TVS2017433220,TVS,Ntorq 125,Ntorq 125 4V,124.8,Scooter,Gujarat,7.3,164141,180491,22596,2017,31,237,4,5,"White, Green, Red, Blue, Black",Disc,Dry,Carburetor,2015-01-16,January,1,Average,157895,840,135804211
TVS2022674181,TVS,Ntorq 125,Ntorq 125 4V,124.8,Scooter,Haryana,7.2,138751,149470,34082,2022,49,184,2,2,"Black, Red",Drum,Automatic,Fuel Injection,2015-01-16,January,1,Good,115388,840,135804211
TVS2015437534,TVS,Jupiter,Jupiter ABS,109.7,Scooter,Chhattisgarh,9.3,90536,102725,25512,2015,43,146,1,3,"White, Green, Red",ABS,Dry,Fuel Injection,2015-01-17,January,1,Good,77213,840,135804211
TVS2014858467,TVS,Apache RTR 180,Apache RTR 180 ABS,177.4,Motorcycle,Madhya Pradesh,6.3,199134,204427,42252,2014,42,227,2,5,"Red, White, Black, Green, Blue",Disc,Multi-plate,Carburetor,2015-01-17,January,1,Good,162175,840,135804211
TVS2022605018,TVS,Ronin,Ronin Standard,225.9,Motorcycle,Telangana,5.2,209555,216357,35369,2022,50,174,1,5,"Green, Blue, White, Red, Black",Disc,Automatic,Fuel Injection,2015-01-17,January,1,Good,180988,840,135804211
TVS2019392625,TVS,Scooty Zest 110,Scooty Zest 110 Pro,109.7,Scooter,Tripura,9.8,102308,118617,27356,2019,75,123,4,2,"Red, Blue",ABS,Dry,Carburetor,2015-01-17,January,1,Excellent,91261,840,135804211
TVS2014618358,TVS,Radeon,Radeon Pro,109.7,Motorcycle,Odisha,8.0,180113,186315,40442,2014,78,162,2,5,"Green, White, Black, Red, Blue",Standard,Dry,Carburetor,2015-01-17,January,1,Excellent,145873,840,135804211
TVS2017104081,TVS,Ntorq 125,Ntorq 125 Pro,124.8,Scooter,Uttarakhand,8.6,124041,131573,19215,2017,31,101,1,4,"White, Green, Red, Black",Standard,Wet,Fuel Injection,2015-01-18,January,1,Average,112358,840,135804211
TVS2015673379,TVS,Ntorq 125,Ntorq 125 ABS,124.8,Scooter,Maharashtra,8.5,121387,133324,37792,2015,48,116,1,5,"Red, White, Black, Blue, Green",Drum,Dry,Fuel Injection,2015-01-18,January,1,Good,95532,840,135804211
TVS2020939225,TVS,Ntorq 125,Ntorq 125 Pro,124.8,Scooter,Manipur,5.9,88026,100616,18260,2020,34,214,2,2,"Black, Blue",ABS,Dry,Carburetor,2015-01-19,January,1,Average,82356,840,135804211
TVS2022972269,TVS,Jupiter,Jupiter Pro,109.7,Scooter,Himachal Pradesh,9.2,185416,191324,47163,2022,62,216,1,2,"Blue, Green",ABS,Dry,Fuel Injection,2015-01-19,January,1,Excellent,144161,840,135804211
TVS2022486502,TVS,Ntorq 125,Ntorq 125 Standard,124.8,Scooter,Sikkim,6.4,70215,82780,22653,2022,46,100,1,2,"Blue, Black",Standard,Dry,Fuel Injection,2015-01-19,January,1,Good,60127,840,135804211
TVS2020227758,TVS,Apache RTR 200 4V,Apache RTR 200 4V ABS,197.75,Motorcycle,Nagaland,9.2,152491,158516,24039,2020,61,164,4,4,"White, Blue, Green, Black",Drum,Multi-plate,Fuel Injection,2015-01-19,January,1,Excellent,134477,840,135804211
TVS2018405689,TVS,Jupiter,Jupiter 4V,109.7,Scooter,Uttar Pradesh,5.2,191072,203573,46460,2018,73,206,2,2,"Blue, Green",Standard,Automatic,Fuel Injection,2015-01-20,January,1,Excellent,157113,840,135804211
TVS2023723006,TVS,Radeon,Radeon Pro,109.7,Motorcycle,Karnataka,9.0,181308,193420,16769,2023,43,191,4,4,"Green, Blue, White, Black",Drum,Automatic,Fuel Injection,2015-01-21,January,1,Good,176651,840,135804211
TVS2014410390,TVS,Apache RTR 200 4V,Apache RTR 200 4V Standard,197.75,Motorcycle,Uttar Pradesh,5.1,104975,115768,39330,2014,73,134,4,2,"Blue, White",Standard,Multi-plate,Fuel Injection,2015-01-22,January,1,Excellent,76438,840,135804211
TVS2022343676,TVS,Star City Plus,Star City Plus Standard,109.7,Motorcycle,Himachal Pradesh,9.2,218122,235094,45724,2022,68,116,4,5,"Green, Blue, Black, White, Red",Drum,Wet,Carburetor,2015-01-23,January,1,Excellent,189370,840,135804211
TVS2018251248,TVS,Star City Plus,Star City Plus ABS,109.7,Motorcycle,Nagaland,8.9,200151,208794,27508,2018,38,107,4,3,"Black, Blue, White",Disc,Multi-plate,Carburetor,2015-01-23,January,1,Average,181286,840,135804211
TVS2015625286,TVS,Sport,Sport Standard,109.7,Motorcycle,Nagaland,5.4,160311,175928,48940,2015,70,162,2,3,"Blue, Red, Black",Standard,Wet,Fuel Injection,2015-01-23,January,1,Excellent,126988,840,135804211
TVS2016918105,TVS,Jupiter,Jupiter ABS,109.7,Scooter,Meghalaya,8.1,116137,125706,10607,2016,56,226,4,5,"White, Black, Red, Green, Blue",Drum,Wet,Fuel Injection,2015-01-24,January,1,Excellent,115099,840,135804211
TVS2014692974,TVS,Apache RTR 200 4V,Apache RTR 200 4V 4V,197.75,Motorcycle,Nagaland,6.5,198310,209304,42952,2014,75,205,2,3,"Green, Blue, Red",Disc,Multi-plate,Fuel Injection,2015-01-24,January,1,Excellent,166352,840,135804211
TVS2021164967,TVS,Sport,Sport ABS,109.7,Motorcycle,Odisha,5.1,238473,254619,32102,2021,68,186,4,5,"Green, Blue, Red, White, Black",Drum,Wet,Carburetor,2015-01-24,January,1,Excellent,222517,840,135804211
TVS2023549657,TVS,Scooty Zest 110,Scooty Zest 110 Pro,109.7,Scooter,Maharashtra,9.3,161489,180751,48439,2023,50,136,4,4,"Green, Red, White, Black",Disc,Multi-plate,Fuel Injection,2015-01-25,January,1,Good,132312,840,135804211
TVS2014617413,TVS,Jupiter,Jupiter 4V,109.7,Scooter,Tripura,9.2,191737,207452,42681,2014,37,99,4,2,"Green, Blue",ABS,Multi-plate,Carburetor,2015-01-25,January,1,Average,164771,840,135804211
TVS2022119699,TVS,Ronin,Ronin 4V,225.9,Motorcycle,Madhya Pradesh,7.4,244687,260167,42916,2022,35,152,2,3,"White, Green, Red",ABS,Wet,Carburetor,2015-01-25,January,1,Average,217251,840,135804211
TVS2015443641,TVS,Ronin,Ronin 4V,225.9,Motorcycle,Madhya Pradesh,7.9,111931,126132,18165,2015,68,247,4,2,"Black, Blue",Disc,Dry,Carburetor,2015-01-26,January,1,Excellent,107967,840,135804211
TVS2017289067,TVS,Apache RTR 180,Apache RTR 180 Pro,177.4,Motorcycle,Nagaland,5.1,138497,144627,43596,2017,31,127,1,4,"Black, Red, White, Green",ABS,Dry,Carburetor,2015-01-26,January,1,Average,101031,840,135804211
TVS2015265698,TVS,Ronin,Ronin 4V,225.9,Motorcycle,Meghalaya,6.8,59156,72395,28892,2015,79,95,4,4,"Black, Green, White, Red",Drum,Dry,Carburetor,2015-01-26,January,1,Excellent,43503,840,135804211
TVS2022752968,TVS,Ntorq 125,Ntorq 125 4V,124.8,Scooter,Telangana,8.4,161344,173369,31428,2022,74,105,4,3,"Blue, Red, Black",ABS,Wet,Fuel Injection,2015-01-26,January,1,Excellent,141941,840,135804211
TVS2021271698,TVS,Apache RTR 160,Apache RTR 160 Standard,159.7,Motorcycle,Uttarakhand,7.1,126371,141317,37941,2021,66,147,4,3,"Blue, Red, Green",Drum,Multi-plate,Carburetor,2015-01-27,January,1,Excellent,103376,840,135804211
TVS2019741260,TVS,Sport,Sport ABS,109.7,Motorcycle,Jharkhand,7.1,128866,143398,41425,2019,75,232,4,4,"Green, White, Black, Blue",Standard,Dry,Fuel Injection,2015-01-28,January,1,Excellent,101973,840,135804211
TVS2018619790,TVS,Scooty Zest 110,Scooty Zest 110 Standard,109.7,Scooter,Arunachal Pradesh,8.4,69422,84300,22513,2018,76,141,2,5,"Black, White, Blue, Red, Green",Standard,Dry,Fuel Injection,2015-01-28,January,1,Excellent,61787,840,135804211
TVS2019896054,TVS,Radeon,Radeon Pro,109.7,Motorcycle,Himachal Pradesh,7.1,249387,258467,20435,2019,38,129,1,4,"Blue, Green, Black, White",Drum,Dry,Carburetor,2015-01-28,January,1,Average,238032,840,135804211
TVS2022281536,TVS,Apache RTR 160,Apache RTR 160 ABS,159.7,Motorcycle,Goa,6.3,114894,120228,42445,2022,72,242,2,4,"Green, Black, Blue, White",Drum,Dry,Fuel Injection,2015-01-28,January,1,Excellent,77783,840,135804211
TVS2016903126,TVS,Ronin,Ronin 4V,225.9,Motorcycle,Madhya Pradesh,6.3,54397,67026,42066,2016,31,219,2,4,"Green, White, Red, Blue",Disc,Wet,Fuel Injection,2015-01-28,January,1,Average,24960,840,135804211
TVS2021746612,TVS,Apache RTR 180,Apache RTR 180 Standard,177.4,Motorcycle,Punjab,8.6,202041,209028,37556,2021,73,116,2,4,"Blue, Green, Red, Black",Drum,Multi-plate,Carburetor,2015-01-28,January,1,Excellent,171472,840,135804211
TVS2017279029,TVS,Ronin,Ronin Standard,225.9,Motorcycle,Telangana,6.8,221892,233125,40915,2017,75,108,1,4,"Blue, Black, Green, White",Standard,Dry,Carburetor,2015-01-29,January,1,Excellent,192210,840,135804211
TVS2023402663,TVS,Scooty Zest 110,Scooty Zest 110 4V,109.7,Scooter,Kerala,5.9,127973,144396,45441,2023,39,172,2,2,"Black, Red",Drum,Dry,Carburetor,2015-01-29,January,1,Average,98955,840,135804211
TVS2018128691,TVS,Ntorq 125,Ntorq 125 Pro,124.8,Scooter,Sikkim,8.5,165782,181945,46795,2018,68,213,2,3,"Red, Blue, Green",Drum,Dry,Carburetor,2015-01-29,January,1,Excellent,135150,840,135804211
TVS2018953030,TVS,Apache RTR 200 4V,Apache RTR 200 4V 4V,197.75,Motorcycle,Mizoram,5.6,120318,129798,35622,2018,38,247,1,4,"Black, Blue, Green, White",Drum,Automatic,Fuel Injection,2015-01-29,January,1,Average,94176,840,135804211
TVS2016238025,TVS,Sport,Sport ABS,109.7,Motorcycle,Haryana,6.4,202929,211156,29135,2016,71,116,4,3,"White, Blue, Black",Standard,Automatic,Carburetor,2015-01-30,January,1,Excellent,182021,840,135804211
TVS2020406400,TVS,Ntorq 125,Ntorq 125 Standard,124.8,Scooter,Telangana,5.4,224646,242719,25806,2020,35,219,2,3,"Blue, Black, Red",Disc,Dry,Fuel Injection,2015-01-30,January,1,Average,216913,840,135804211
TVS2014581897,TVS,Scooty Zest 110,Scooty Zest 110 Standard,109.7,Scooter,Sikkim,8.6,213077,231879,41666,2014,37,244,4,2,"Black, Red",Disc,Dry,Fuel Injection,2015-01-30,January,1,Average,190213,840,135804211
TVS2021842316,TVS,Star City Plus,Star City Plus ABS,109.7,Motorcycle,Mizoram,6.6,220477,232640,43159,2021,80,223,1,5,"Red, Blue, White, Black, Green",Standard,Dry,Carburetor,2015-01-30,January,1,Excellent,189481,840,135804211
TVS2014647504,TVS,Apache RTR 180,Apache RTR 180 Pro,177.4,Motorcycle,Meghalaya,8.2,149739,158842,24331,2014,62,215,2,3,"Black, Green, White",Drum,Automatic,Carburetor,2015-01-30,January,1,Excellent,134511,840,135804211
TVS2017387867,TVS,Apache RTR 160,Apache RTR 160 ABS,159.7,Motorcycle,Uttarakhand,9.5,123525,129645,15811,2017,49,210,4,4,"White, Red, Black, Green",Disc,Multi-plate,Carburetor,2015-01-30,January,1,Good,113834,840,135804211
TVS2021790379,TVS,Scooty Zest 110,Scooty Zest 110 4V,109.7,Scooter,Assam,8.5,90282,98903,12172,2021,58,163,1,2,"Red, White",Standard,Multi-plate,Carburetor,2015-01-31,January,1,Excellent,86731,840,135804211
TVS2020816907,TVS,Sport,Sport Pro,109.7,Motorcycle,Maharashtra,9.1,179652,199367,11027,2020,46,119,4,3,"Black, Red, Green",Drum,Multi-plate,Fuel Injection,2015-02-01,February,1,Good,188340,752,120998140
TVS2023360370,TVS,Sport,Sport Standard,109.7,Motorcycle,Gujarat,8.1,224110,239856,45102,2023,54,198,1,3,"Blue, Green, Red",ABS,Dry,Fuel Injection,2015-02-01,February,1,Excellent,194754,752,120998140
TVS2020410232,TVS,Star City Plus,Star City Plus Standard,109.7,Motorcycle,Gujarat,5.4,135389,141590,12004,2020,61,120,2,4,"Blue, Black, White, Green",ABS,Multi-plate,Fuel Injection,2015-02-02,February,1,Excellent,129586,752,120998140
TVS2014889996,TVS,Scooty Zest 110,Scooty Zest 110 Pro,109.7,Scooter,Uttar Pradesh,6.6,159417,171590,25258,2014,40,168,4,3,"Red, Black, Blue",ABS,Wet,Carburetor,2015-02-02,February,1,Good,146332,752,120998140
TVS2020261182,TVS,Ronin,Ronin ABS,225.9,Motorcycle,Bihar,9.9,59159,74709,42335,2020,40,173,1,3,"Red, White, Black",Drum,Multi-plate,Carburetor,2015-02-03,February,1,Good,32374,752,120998140
TVS2021610606,TVS,Ntorq 125,Ntorq 125 ABS,124.8,Scooter,Nagaland,7.9,117758,133247,12387,2021,52,96,1,3,"Red, Blue, White",Drum,Dry,Fuel Injection,2015-02-03,February,1,Excellent,120860,752,120998140
TVS2023661753,TVS,Ntorq 125,Ntorq 125 4V,124.8,Scooter,Manipur,8.0,159832,175849,40570,2023,70,211,1,4,"Blue, White, Green, Red",Drum,Dry,Carburetor,2015-02-03,February,1,Excellent,135279,752,120998140
TVS2021891816,TVS,Jupiter,Jupiter Standard,109.7,Scooter,Nagaland,9.2,229940,240172,41085,2021,62,209,2,4,"White, Black, Blue, Green",Disc,Dry,Fuel Injection,2015-02-04,February,1,Excellent,199087,752,120998140
TVS2022120663,TVS,Scooty Zest 110,Scooty Zest 110 Standard,109.7,Scooter,Meghalaya,8.7,213171,231275,42957,2022,37,129,1,2,"Green, Blue",Disc,Dry,Carburetor,2015-02-04,February,1,Average,188318,752,120998140
TVS2022310187,TVS,Sport,Sport 4V,109.7,Motorcycle,Chhattisgarh,9.9,142550,151698,20246,2022,46,120,2,2,"Blue, Green",Drum,Multi-plate,Carburetor,2015-02-04,February,1,Good,131452,752,120998140
TVS2017507849,TVS,Jupiter,Jupiter 4V,109.7,Scooter,Bihar,6.6,207772,227097,40443,2017,30,150,1,3,"Red, Green, White",Disc,Dry,Fuel Injection,2015-02-04,February,1,Average,186654,752,120998140
TVS2021241688,TVS,Ntorq 125,Ntorq 125 Pro,124.8,Scooter,Chhattisgarh,9.8,129065,146177,45864,2021,38,212,4,2,"Blue, Red",Drum,Wet,Carburetor,2015-02-04,February,1,Average,100313,752,120998140
TVS2018128918,TVS,Jupiter,Jupiter 4V,109.7,Scooter,Odisha,8.5,218519,233856,19810,2018,67,203,1,4,"White, Green, Red, Blue",Standard,Dry,Fuel Injection,2015-02-04,February,1,Excellent,214046,752,120998140
TVS2019179710,TVS,Scooty Zest 110,Scooty Zest 110 ABS,109.7,Scooter,Punjab,6.9,116506,127085,36797,2019,67,242,2,4,"Black, Blue, Red, White",ABS,Wet,Fuel Injection,2015-02-05,February,1,Excellent,90288,752,120998140
TVS2015247724,TVS,Apache RTR 160,Apache RTR 160 Standard,159.7,Motorcycle,Kerala,6.4,146060,152517,42001,2015,34,192,1,2,"White, Black",ABS,Wet,Carburetor,2015-02-05,February,1,Average,110516,752,120998140
TVS2014986386,TVS,Ntorq 125,Ntorq 125 Standard,124.8,Scooter,Chhattisgarh,9.9,181266,200316,14832,2014,36,228,4,3,"Black, Blue, Green",Standard,Automatic,Carburetor,2015-02-05,February,1,Average,185484,752,120998140
TVS2015196362,TVS,Star City Plus,Star City Plus Standard,109.7,Motorcycle,Goa,8.5,68428,83674,44768,2015,61,245,1,2,"Red, White",ABS,Dry,Carburetor,2015-02-05,February,1,Excellent,38906,752,120998140
TVS2017944838,TVS,Apache RTR 160,Apache RTR 160 ABS,159.7,Motorcycle,Uttar Pradesh,9.3,162798,171177,45525,2017,31,215,2,5,"Black, Green, Red, Blue, White",ABS,Automatic,Fuel Injection,2015-02-06,February,1,Average,125652,752,120998140
TVS2015673902,TVS,Ntorq 125,Ntorq 125 Pro,124.8,Scooter,Punjab,5.5,207765,220379,22818,2015,70,215,4,5,"Green, Red, White, Blue, Black",Disc,Dry,Fuel Injection,2015-02-06,February,1,Excellent,197561,752,120998140
TVS2023870496,TVS,Apache RTR 200 4V,Apache RTR 200 4V 4V,197.75,Motorcycle,Jharkhand,7.9,209552,217237,26781,2023,42,126,1,4,"White, Black, Blue, Red",Standard,Wet,Fuel Injection,2015-02-06,February,1,Good,190456,752,120998140
TVS2016200560,TVS,Radeon,Radeon Standard,109.7,Motorcycle,Rajasthan,6.1,185553,198211,33867,2016,62,163,4,5,"Black, Red, White, Blue, Green",Disc,Wet,Fuel Injection,2015-02-07,February,1,Excellent,164344,752,120998140
TVS2019171098,TVS,Star City Plus,Star City Plus ABS,109.7,Motorcycle,Madhya Pradesh,5.0,66028,79577,40785,2019,31,104,4,3,"Green, Red, Black",Disc,Wet,Carburetor,2015-02-07,February,1,Average,38792,752,120998140
TVS2016648575,TVS,Jupiter,Jupiter 4V,109.7,Scooter,Odisha,8.6,170858,178180,33533,2016,36,121,2,5,"Black, Green, Red, White, Blue",Standard,Dry,Fuel Injection,2015-02-07,February,1,Average,144647,752,120998140
TVS2015113792,TVS,Ntorq 125,Ntorq 125 ABS,124.8,Scooter,Uttar Pradesh,7.5,135276,141128,48142,2015,50,196,2,4,"Red, Black, Blue, Green",Standard,Multi-plate,Fuel Injection,2015-02-08,February,1,Good,92986,752,120998140
TVS2020589209,TVS,Jupiter,Jupiter Pro,109.7,Scooter,Rajasthan,9.1,149835,159597,15154,2020,45,111,1,2,"Red, Blue",Standard,Wet,Carburetor,2015-02-08,February,1,Good,144443,752,120998140
TVS2021605474,TVS,Apache RTR 200 4V,Apache RTR 200 4V Pro,197.75,Motorcycle,Andhra Pradesh,9.3,224665,230632,43931,2021,46,102,4,5,"Green, Blue, Black, Red, White",Disc,Multi-plate,Fuel Injection,2015-02-08,February,1,Good,186701,752,120998140
TVS2024765701,TVS,Ntorq 125,Ntorq 125 Pro,124.8,Scooter,Manipur,7.9,242039,262016,29427,2024,72,165,1,5,"Black, Blue, Green, White, Red",Drum,Wet,Fuel Injection,2015-02-09,February,1,Excellent,232589,752,120998140
